CRS_DEP_TIME,CARRIER,DEP_TIME,DEST,DISTANCE,FL_DATE,FL_NUM,ORIGIN,Weather,DAY_WEEK,DAY_OF_MONTH,MONTH_OF_YEAR,TAIL_NUM,Status
630,DH,624,EWR,213,01-05-2004,7371,IAD,0,1,5,May,N330UE,ontime
700,RU,700,EWR,199,01-05-2004,2761,DCA,0,1,5,May,N18556,ontime
900,RU,1056,EWR,199,01-05-2004,2582,DCA,0,1,5,May,N14952,delayed
1300,RU,1321,EWR,213,01-05-2004,2692,IAD,0,1,5,May,N16511,delayed
2100,RU,2105,EWR,199,01-05-2004,2879,DCA,0,1,5,May,N12126,ontime
700,RU,655,EWR,213,01-05-2004,2855,IAD,0,1,5,May,N14570,ontime
1400,RU,1454,EWR,199,01-05-2004,2216,DCA,0,1,5,May,N13979,delayed
1900,RU,2104,EWR,199,01-05-2004,2336,DCA,0,1,5,May,N14940,delayed
1515,RU,1602,EWR,213,01-05-2004,2156,IAD,0,1,5,May,N27152,delayed
900,RU,855,EWR,213,01-05-2004,3276,IAD,0,1,5,May,N14991,ontime
1525,RU,1617,EWR,199,01-05-2004,2261,DCA,0,1,5,May,N15948,delayed
1455,OH,1455,JFK,184,01-06-2004,5935,BWI,0,2,6,Jun,N805CA,ontime
1245,DH,1240,LGA,229,01-06-2004,7208,IAD,0,2,6,Jun,N307UE,ontime
1455,DH,1451,LGA,229,01-06-2004,7211,IAD,0,2,6,Jun,N676BR,ontime
1715,DH,1752,LGA,229,01-06-2004,7215,IAD,0,2,6,Jun,N662BR,ontime
640,DH,635,LGA,229,01-06-2004,7790,IAD,0,2,6,Jun,N676BR,ontime
1039,DH,1034,LGA,229,01-06-2004,7792,IAD,0,2,6,Jun,N676BR,ontime
840,DH,855,JFK,228,01-06-2004,7800,IAD,0,2,6,Jun,N674BR,ontime
1240,DH,1237,JFK,228,01-06-2004,7806,IAD,0,2,6,Jun,N316UE,ontime
1455,DH,1453,JFK,228,01-06-2004,7808,IAD,0,2,6,Jun,N315UE,ontime
1645,DH,1641,JFK,228,01-06-2004,7810,IAD,0,2,6,Jun,N308UE,ontime
1715,DH,1756,JFK,228,01-06-2004,7812,IAD,0,2,6,Jun,N333UE,delayed
2120,DH,2153,JFK,228,01-06-2004,7814,IAD,0,2,6,Jun,N694BR,delayed
1610,DH,1607,JFK,228,01-06-2004,7816,IAD,0,2,6,Jun,N332UE,ontime
2120,DH,2118,LGA,229,01-06-2004,7924,IAD,0,2,6,Jun,N674BR,ontime
1455,DL,1457,JFK,213,01-06-2004,746,DCA,0,2,6,Jun,N949DL,ontime
630,DL,629,LGA,214,01-06-2004,1740,DCA,0,2,6,Jun,N223DZ,ontime
730,DL,728,LGA,214,01-06-2004,1742,DCA,0,2,6,Jun,N225DL,ontime
830,DL,829,LGA,214,01-06-2004,1744,DCA,0,2,6,Jun,N242DL,ontime
930,DL,930,LGA,214,01-06-2004,1746,DCA,0,2,6,Jun,N241DL,ontime
1030,DL,1030,LGA,214,01-06-2004,1748,DCA,0,2,6,Jun,N223DZ,ontime
1130,DL,1130,LGA,214,01-06-2004,1750,DCA,0,2,6,Jun,N225DL,ontime
1230,DL,1230,LGA,214,01-06-2004,1752,DCA,0,2,6,Jun,N242DL,ontime
1330,DL,1327,LGA,214,01-06-2004,1754,DCA,0,2,6,Jun,N241DL,ontime
1430,DL,1428,LGA,214,01-06-2004,1756,DCA,0,2,6,Jun,N223DZ,ontime
1530,DL,1529,LGA,214,01-06-2004,1758,DCA,0,2,6,Jun,N225DL,ontime
1630,DL,1629,LGA,214,01-06-2004,1760,DCA,0,2,6,Jun,N242DL,ontime
1730,DL,1728,LGA,214,01-06-2004,1762,DCA,0,2,6,Jun,N241DL,ontime
1830,DL,1830,LGA,214,01-06-2004,1764,DCA,0,2,6,Jun,N223DZ,ontime
1930,DL,1929,LGA,214,01-06-2004,1766,DCA,0,2,6,Jun,N225DL,ontime
2030,DL,2031,LGA,214,01-06-2004,1768,DCA,0,2,6,Jun,N242DL,ontime
1530,MQ,1548,JFK,213,01-06-2004,4752,DCA,0,2,6,Jun,N838MQ,ontime
600,MQ,558,JFK,213,01-06-2004,4760,DCA,0,2,6,Jun,N739MQ,ontime
1830,MQ,1843,JFK,213,01-06-2004,4784,DCA,0,2,6,Jun,N704MQ,ontime
700,MQ,655,LGA,214,01-06-2004,4952,DCA,0,2,6,Jun,N707MQ,ontime
800,MQ,817,LGA,214,01-06-2004,4954,DCA,0,2,6,Jun,N614MQ,ontime
900,MQ,852,LGA,214,01-06-2004,4956,DCA,0,2,6,Jun,N724MQ,ontime
1100,MQ,1100,LGA,214,01-06-2004,4960,DCA,0,2,6,Jun,N707MQ,ontime
1300,MQ,1313,LGA,214,01-06-2004,4964,DCA,0,2,6,Jun,N614MQ,ontime
1400,MQ,1355,LGA,214,01-06-2004,4966,DCA,0,2,6,Jun,N846MQ,ontime
1500,MQ,1535,LGA,214,01-06-2004,4968,DCA,0,2,6,Jun,N704MQ,delayed
1600,MQ,1555,LGA,214,01-06-2004,4970,DCA,0,2,6,Jun,N710MQ,ontime
1700,MQ,1654,LGA,214,01-06-2004,4972,DCA,0,2,6,Jun,N734MQ,ontime
1900,MQ,1904,LGA,214,01-06-2004,4976,DCA,0,2,6,Jun,N715MQ,ontime
850,UA,850,LGA,229,01-06-2004,846,IAD,0,2,6,Jun,N501UA,ontime
630,US,629,LGA,214,01-06-2004,1479,DCA,0,2,6,Jun,N764UW,ontime
700,US,657,LGA,214,01-06-2004,2160,DCA,0,2,6,Jun,N721UW,ontime
800,US,758,LGA,214,01-06-2004,2162,DCA,0,2,6,Jun,N719UW,ontime
900,US,858,LGA,214,01-06-2004,2164,DCA,0,2,6,Jun,N733UW,ontime
1000,US,1000,LGA,214,01-06-2004,2166,DCA,0,2,6,Jun,N754UW,ontime
1100,US,1056,LGA,214,01-06-2004,2168,DCA,0,2,6,Jun,N721UW,ontime
1200,US,1158,LGA,214,01-06-2004,2170,DCA,0,2,6,Jun,N719UW,ontime
1300,US,1259,LGA,214,01-06-2004,2172,DCA,0,2,6,Jun,N733UW,ontime
1400,US,1357,LGA,214,01-06-2004,2174,DCA,0,2,6,Jun,N754UW,ontime
1500,US,1458,LGA,214,01-06-2004,2176,DCA,0,2,6,Jun,N721UW,ontime
1600,US,1557,LGA,214,01-06-2004,2178,DCA,0,2,6,Jun,N719UW,ontime
1700,US,1657,LGA,214,01-06-2004,2180,DCA,0,2,6,Jun,N733UW,ontime
1800,US,1758,LGA,214,01-06-2004,2182,DCA,0,2,6,Jun,N754UW,ontime
1900,US,1855,LGA,214,01-06-2004,2184,DCA,0,2,6,Jun,N721UW,ontime
2000,US,1958,LGA,214,01-06-2004,2186,DCA,0,2,6,Jun,N719UW,ontime
2100,US,2104,LGA,214,01-06-2004,2188,DCA,0,2,6,Jun,N733UW,ontime
1455,RU,1451,EWR,169,01-06-2004,2403,BWI,0,2,6,Jun,N29917,ontime
1720,RU,1729,EWR,169,01-06-2004,3372,BWI,0,2,6,Jun,N27962,delayed
700,RU,658,EWR,169,01-06-2004,2703,BWI,0,2,6,Jun,N13958,ontime
1030,RU,1037,EWR,169,01-06-2004,2303,BWI,0,2,6,Jun,N12924,ontime
1730,CO,1740,EWR,199,01-06-2004,814,DCA,0,2,6,Jun,N24224,delayed
1300,CO,1256,EWR,199,01-06-2004,808,DCA,0,2,6,Jun,N38257,ontime
1900,CO,1856,EWR,199,01-06-2004,816,DCA,0,2,6,Jun,N59630,delayed
735,CO,727,EWR,199,01-06-2004,806,DCA,0,2,6,Jun,N16648,ontime
840,DH,847,EWR,213,01-06-2004,7299,IAD,0,2,6,Jun,N307UE,ontime
1710,DH,1705,EWR,213,01-06-2004,7302,IAD,0,2,6,Jun,N674BR,ontime
1245,DH,1236,EWR,213,01-06-2004,7303,IAD,0,2,6,Jun,N645BR,ontime
2120,DH,2118,EWR,213,01-06-2004,7304,IAD,0,2,6,Jun,N652BR,ontime
1430,DH,1435,EWR,213,01-06-2004,7307,IAD,0,2,6,Jun,N324UE,ontime
630,DH,622,EWR,213,01-06-2004,7371,IAD,0,2,6,Jun,N329UE,ontime
2100,RU,2222,EWR,199,01-06-2004,2879,DCA,0,2,6,Jun,N14573,delayed
900,RU,859,EWR,199,01-06-2004,2582,DCA,0,2,6,Jun,N14947,ontime
1900,RU,1901,EWR,213,01-06-2004,2385,IAD,0,2,6,Jun,N16147,delayed
1500,RU,1457,EWR,213,01-06-2004,2156,IAD,0,2,6,Jun,N11137,ontime
700,RU,656,EWR,213,01-06-2004,2855,IAD,0,2,6,Jun,N17115,ontime
1525,RU,1644,EWR,199,01-06-2004,2261,DCA,0,2,6,Jun,N13958,delayed
1300,RU,1253,EWR,213,01-06-2004,2367,IAD,0,2,6,Jun,N16911,ontime
1359,RU,1356,EWR,199,01-06-2004,2216,DCA,0,2,6,Jun,N12924,ontime
1700,RU,1656,EWR,213,01-06-2004,2497,IAD,0,2,6,Jun,N19966,ontime
1630,RU,1627,EWR,199,01-06-2004,2181,DCA,0,2,6,Jun,N13969,ontime
645,RU,644,EWR,199,01-06-2004,2761,DCA,0,2,6,Jun,N13118,ontime
1455,OH,1455,JFK,184,01-07-2004,5935,BWI,0,3,7,Jul,N983CA,ontime
1640,DH,1639,JFK,213,01-07-2004,6155,DCA,0,3,7,Jul,N408FJ,ontime
1245,DH,1306,LGA,229,01-07-2004,7208,IAD,0,3,7,Jul,N665BR,ontime
1455,DH,1445,LGA,229,01-07-2004,7211,IAD,0,3,7,Jul,N639BR,ontime
1715,DH,1813,LGA,229,01-07-2004,7215,IAD,0,3,7,Jul,N684BR,delayed
640,DH,640,LGA,229,01-07-2004,7790,IAD,0,3,7,Jul,N634BR,ontime
1040,DH,1038,LGA,229,01-07-2004,7792,IAD,0,3,7,Jul,N328UE,ontime
840,DH,831,JFK,228,01-07-2004,7800,IAD,0,3,7,Jul,N694BR,ontime
1240,DH,1240,JFK,228,01-07-2004,7806,IAD,0,3,7,Jul,N309UE,ontime
1455,DH,1521,JFK,228,01-07-2004,7808,IAD,0,3,7,Jul,N330UE,ontime
1645,DH,1638,JFK,228,01-07-2004,7810,IAD,0,3,7,Jul,N320UE,ontime
1715,DH,1922,JFK,228,01-07-2004,7812,IAD,0,3,7,Jul,N332UE,delayed
2120,DH,2120,JFK,228,01-07-2004,7814,IAD,0,3,7,Jul,N695BR,ontime
1610,DH,1606,JFK,228,01-07-2004,7816,IAD,0,3,7,Jul,N305UE,ontime
1455,DL,1501,JFK,213,01-07-2004,746,DCA,0,3,7,Jul,N908DE,ontime
630,DL,631,LGA,214,01-07-2004,1740,DCA,0,3,7,Jul,N223DZ,ontime
830,DL,831,LGA,214,01-07-2004,1744,DCA,0,3,7,Jul,N242DL,ontime
930,DL,932,LGA,214,01-07-2004,1746,DCA,0,3,7,Jul,N225DL,ontime
1030,DL,1030,LGA,214,01-07-2004,1748,DCA,0,3,7,Jul,N223DZ,ontime
1130,DL,1131,LGA,214,01-07-2004,1750,DCA,0,3,7,Jul,N224DA,ontime
1230,DL,1231,LGA,214,01-07-2004,1752,DCA,0,3,7,Jul,N242DL,ontime
1330,DL,1329,LGA,214,01-07-2004,1754,DCA,0,3,7,Jul,N225DL,ontime
1430,DL,1430,LGA,214,01-07-2004,1756,DCA,0,3,7,Jul,N223DZ,ontime
1530,DL,1528,LGA,214,01-07-2004,1758,DCA,0,3,7,Jul,N224DA,ontime
1630,DL,1629,LGA,214,01-07-2004,1760,DCA,0,3,7,Jul,N242DL,ontime
1730,DL,1728,LGA,214,01-07-2004,1762,DCA,0,3,7,Jul,N225DL,ontime
1830,DL,1828,LGA,214,01-07-2004,1764,DCA,0,3,7,Jul,N223DZ,ontime
1930,DL,1927,LGA,214,01-07-2004,1766,DCA,0,3,7,Jul,N224DA,ontime
2030,DL,2030,LGA,214,01-07-2004,1768,DCA,0,3,7,Jul,N242DL,ontime
1530,MQ,1530,JFK,213,01-07-2004,4752,DCA,0,3,7,Jul,N736MQ,ontime
600,MQ,555,JFK,213,01-07-2004,4760,DCA,0,3,7,Jul,N705MQ,ontime
1830,MQ,1918,JFK,213,01-07-2004,4784,DCA,0,3,7,Jul,N846MQ,delayed
700,MQ,655,LGA,214,01-07-2004,4952,DCA,0,3,7,Jul,N722MQ,ontime
800,MQ,746,LGA,214,01-07-2004,4954,DCA,0,3,7,Jul,N723MQ,ontime
900,MQ,854,LGA,214,01-07-2004,4956,DCA,0,3,7,Jul,N733MQ,ontime
1100,MQ,1056,LGA,214,01-07-2004,4960,DCA,0,3,7,Jul,N722MQ,ontime
1300,MQ,1256,LGA,214,01-07-2004,4964,DCA,0,3,7,Jul,N726MQ,ontime
1400,MQ,1352,LGA,214,01-07-2004,4966,DCA,0,3,7,Jul,N730MQ,ontime
1500,MQ,1457,LGA,214,01-07-2004,4968,DCA,0,3,7,Jul,N703MQ,delayed
1600,MQ,1624,LGA,214,01-07-2004,4970,DCA,0,3,7,Jul,N713MQ,delayed
1900,MQ,2014,LGA,214,01-07-2004,4976,DCA,0,3,7,Jul,N735MQ,delayed
850,UA,849,LGA,229,01-07-2004,846,IAD,0,3,7,Jul,N567UA,ontime
630,US,628,LGA,214,01-07-2004,1479,DCA,0,3,7,Jul,N754UW,ontime
700,US,658,LGA,214,01-07-2004,2160,DCA,0,3,7,Jul,N725UW,ontime
800,US,757,LGA,214,01-07-2004,2162,DCA,0,3,7,Jul,N722UW,ontime
900,US,857,LGA,214,01-07-2004,2164,DCA,0,3,7,Jul,N744UW,ontime
1000,US,956,LGA,214,01-07-2004,2166,DCA,0,3,7,Jul,N720UW,ontime
1100,US,1058,LGA,214,01-07-2004,2168,DCA,0,3,7,Jul,N725UW,ontime
1200,US,1157,LGA,214,01-07-2004,2170,DCA,0,3,7,Jul,N722UW,ontime
1300,US,1256,LGA,214,01-07-2004,2172,DCA,0,3,7,Jul,N744UW,ontime
1400,US,1354,LGA,214,01-07-2004,2174,DCA,0,3,7,Jul,N720UW,ontime
1500,US,1457,LGA,214,01-07-2004,2176,DCA,0,3,7,Jul,N725UW,delayed
1600,US,1600,LGA,214,01-07-2004,2178,DCA,0,3,7,Jul,N722UW,delayed
1700,US,1656,LGA,214,01-07-2004,2180,DCA,0,3,7,Jul,N744UW,ontime
1800,US,1758,LGA,214,01-07-2004,2182,DCA,0,3,7,Jul,N720UW,ontime
1900,US,1859,LGA,214,01-07-2004,2184,DCA,0,3,7,Jul,N725UW,ontime
2000,US,1959,LGA,214,01-07-2004,2186,DCA,0,3,7,Jul,N722UW,delayed
2100,US,2054,LGA,214,01-07-2004,2188,DCA,0,3,7,Jul,N744UW,ontime
700,RU,659,EWR,169,01-07-2004,2703,BWI,0,3,7,Jul,N15574,ontime
1455,RU,1459,EWR,169,01-07-2004,2403,BWI,0,3,7,Jul,N21537,ontime
1720,RU,1920,EWR,169,01-07-2004,3372,BWI,0,3,7,Jul,N36915,delayed
1030,RU,1044,EWR,169,01-07-2004,2303,BWI,0,3,7,Jul,N18557,delayed
1300,CO,1255,EWR,199,01-07-2004,808,DCA,0,3,7,Jul,N14654,ontime
1900,CO,1948,EWR,199,01-07-2004,816,DCA,0,3,7,Jul,N60312,delayed
1730,CO,1813,EWR,199,01-07-2004,814,DCA,0,3,7,Jul,N76355,delayed
735,CO,728,EWR,199,01-07-2004,806,DCA,0,3,7,Jul,N18622,ontime
840,DH,840,EWR,213,01-07-2004,7299,IAD,0,3,7,Jul,N695BR,ontime
1710,DH,1725,EWR,213,01-07-2004,7302,IAD,0,3,7,Jul,N696BR,ontime
1245,DH,1320,EWR,213,01-07-2004,7303,IAD,0,3,7,Jul,N696BR,delayed
2120,DH,2117,EWR,213,01-07-2004,7304,IAD,0,3,7,Jul,N628BR,ontime
630,DH,624,EWR,213,01-07-2004,7305,IAD,0,3,7,Jul,N301UE,ontime
1430,DH,1439,EWR,213,01-07-2004,7307,IAD,0,3,7,Jul,N324UE,ontime
1359,RU,1352,EWR,199,01-07-2004,2216,DCA,0,3,7,Jul,N18557,ontime
700,RU,731,EWR,213,01-07-2004,2855,IAD,0,3,7,Jul,N13903,delayed
1500,RU,1457,EWR,213,01-07-2004,2156,IAD,0,3,7,Jul,N11150,delayed
900,RU,856,EWR,199,01-07-2004,2582,DCA,0,3,7,Jul,N19966,ontime
1300,RU,1254,EWR,213,01-07-2004,2367,IAD,0,3,7,Jul,N13538,ontime
1700,RU,1654,EWR,213,01-07-2004,2497,IAD,0,3,7,Jul,N13955,ontime
1900,RU,1955,EWR,213,01-07-2004,2385,IAD,0,3,7,Jul,N15527,delayed
645,RU,641,EWR,199,01-07-2004,2761,DCA,0,3,7,Jul,N16147,ontime
2100,RU,2058,EWR,199,01-07-2004,2879,DCA,0,3,7,Jul,N14153,ontime
1525,RU,1521,EWR,199,01-07-2004,2261,DCA,0,3,7,Jul,N11140,ontime
1630,RU,1629,EWR,199,01-07-2004,2181,DCA,0,3,7,Jul,N13538,ontime
1455,OH,1455,JFK,184,01-08-2004,5935,BWI,0,4,8,Aug,N819cA,ontime
1640,DH,1640,JFK,213,01-08-2004,6155,DCA,0,4,8,Aug,N418FJ,delayed
1245,DH,1245,LGA,229,01-08-2004,7208,IAD,0,4,8,Aug,N682BR,ontime
1455,DH,1706,LGA,229,01-08-2004,7211,IAD,0,4,8,Aug,N662BR,delayed
1715,DH,1710,LGA,229,01-08-2004,7215,IAD,0,4,8,Aug,N680BR,delayed
2120,DH,2151,LGA,229,01-08-2004,7684,IAD,0,4,8,Aug,N667BR,delayed
640,DH,648,LGA,229,01-08-2004,7790,IAD,0,4,8,Aug,N642BR,ontime
1040,DH,1036,LGA,229,01-08-2004,7792,IAD,0,4,8,Aug,N639BR,ontime
840,DH,852,JFK,228,01-08-2004,7800,IAD,0,4,8,Aug,N631BR,ontime
1240,DH,1237,JFK,228,01-08-2004,7806,IAD,0,4,8,Aug,N331UE,ontime
1455,DH,1449,JFK,228,01-08-2004,7808,IAD,0,4,8,Aug,N301UE,ontime
1645,DH,1639,JFK,228,01-08-2004,7810,IAD,0,4,8,Aug,N308UE,ontime
1715,DH,1714,JFK,228,01-08-2004,7812,IAD,0,4,8,Aug,N316UE,ontime
2120,DH,2135,JFK,228,01-08-2004,7814,IAD,0,4,8,Aug,N638BR,ontime
1610,DH,1609,JFK,228,01-08-2004,7816,IAD,0,4,8,Aug,N320UE,ontime
1455,DL,1601,JFK,213,01-08-2004,746,DCA,0,4,8,Aug,N962DL,delayed
630,DL,628,LGA,214,01-08-2004,1740,DCA,0,4,8,Aug,N223DZ,ontime
730,DL,728,LGA,214,01-08-2004,1742,DCA,0,4,8,Aug,N225DL,ontime
830,DL,828,LGA,214,01-08-2004,1744,DCA,0,4,8,Aug,N242DL,ontime
930,DL,931,LGA,214,01-08-2004,1746,DCA,0,4,8,Aug,N224DA,ontime
1030,DL,1030,LGA,214,01-08-2004,1748,DCA,0,4,8,Aug,N223DZ,ontime
1130,DL,1129,LGA,214,01-08-2004,1750,DCA,0,4,8,Aug,N225DL,ontime
1230,DL,1231,LGA,214,01-08-2004,1752,DCA,0,4,8,Aug,N242DL,ontime
1330,DL,1328,LGA,214,01-08-2004,1754,DCA,0,4,8,Aug,N224DA,ontime
1430,DL,1430,LGA,214,01-08-2004,1756,DCA,0,4,8,Aug,N241DL,ontime
1530,DL,1533,LGA,214,01-08-2004,1758,DCA,0,4,8,Aug,N225DL,ontime
1630,DL,1630,LGA,214,01-08-2004,1760,DCA,0,4,8,Aug,N242DL,ontime
1730,DL,1731,LGA,214,01-08-2004,1762,DCA,0,4,8,Aug,N224DA,ontime
1830,DL,1833,LGA,214,01-08-2004,1764,DCA,0,4,8,Aug,N241DL,ontime
1930,DL,1928,LGA,214,01-08-2004,1766,DCA,0,4,8,Aug,N225DL,ontime
2030,DL,2027,LGA,214,01-08-2004,1768,DCA,0,4,8,Aug,N242DL,ontime
1530,MQ,1524,JFK,213,01-08-2004,4752,DCA,0,4,8,Aug,N723MQ,ontime
600,MQ,552,JFK,213,01-08-2004,4760,DCA,0,4,8,Aug,N737MQ,ontime
1830,MQ,1844,JFK,213,01-08-2004,4784,DCA,0,4,8,Aug,N710MQ,ontime
700,MQ,722,LGA,214,01-08-2004,4952,DCA,0,4,8,Aug,N708MQ,ontime
800,MQ,759,LGA,214,01-08-2004,4954,DCA,0,4,8,Aug,N707MQ,ontime
900,MQ,856,LGA,214,01-08-2004,4956,DCA,0,4,8,Aug,N705MQ,ontime
1100,MQ,1050,LGA,214,01-08-2004,4960,DCA,0,4,8,Aug,N708MQ,ontime
1300,MQ,1256,LGA,214,01-08-2004,4964,DCA,0,4,8,Aug,N732MQ,ontime
1400,MQ,1353,LGA,214,01-08-2004,4966,DCA,0,4,8,Aug,N736MQ,ontime
1500,MQ,1457,LGA,214,01-08-2004,4968,DCA,0,4,8,Aug,N707MQ,ontime
1600,MQ,1557,LGA,214,01-08-2004,4970,DCA,0,4,8,Aug,N721MQ,ontime
1900,MQ,1852,LGA,214,01-08-2004,4976,DCA,0,4,8,Aug,N732MQ,ontime
850,UA,848,LGA,229,01-08-2004,846,IAD,0,4,8,Aug,N518UA,ontime
630,US,627,LGA,214,01-08-2004,1479,DCA,0,4,8,Aug,N767UW,ontime
700,US,658,LGA,214,01-08-2004,2160,DCA,0,4,8,Aug,N727UW,ontime
800,US,756,LGA,214,01-08-2004,2162,DCA,0,4,8,Aug,N725UW,ontime
900,US,856,LGA,214,01-08-2004,2164,DCA,0,4,8,Aug,N744UW,ontime
1000,US,958,LGA,214,01-08-2004,2166,DCA,0,4,8,Aug,N719UW,ontime
1100,US,1057,LGA,214,01-08-2004,2168,DCA,0,4,8,Aug,N727UW,ontime
1200,US,1157,LGA,214,01-08-2004,2170,DCA,0,4,8,Aug,N725UW,ontime
1300,US,1259,LGA,214,01-08-2004,2172,DCA,0,4,8,Aug,N744UW,ontime
1400,US,1408,LGA,214,01-08-2004,2174,DCA,0,4,8,Aug,N719UW,ontime
1500,US,1457,LGA,214,01-08-2004,2176,DCA,0,4,8,Aug,N727UW,ontime
1600,US,1557,LGA,214,01-08-2004,2178,DCA,0,4,8,Aug,N725UW,ontime
1700,US,1733,LGA,214,01-08-2004,2180,DCA,0,4,8,Aug,N770UW,delayed
1800,US,1758,LGA,214,01-08-2004,2182,DCA,0,4,8,Aug,N719UW,ontime
1900,US,1916,LGA,214,01-08-2004,2184,DCA,0,4,8,Aug,N725UW,delayed
2000,US,2031,LGA,214,01-08-2004,2186,DCA,0,4,8,Aug,N738UW,delayed
2100,US,2059,LGA,214,01-08-2004,2188,DCA,0,4,8,Aug,N770UW,ontime
1720,RU,1739,EWR,169,01-08-2004,3372,BWI,0,4,8,Aug,N13538,ontime
1455,RU,1456,EWR,169,01-08-2004,2403,BWI,0,4,8,Aug,N13935,ontime
1030,RU,1026,EWR,169,01-08-2004,2303,BWI,0,4,8,Aug,N14933,ontime
700,RU,655,EWR,169,01-08-2004,2703,BWI,0,4,8,Aug,N15973,ontime
1730,CO,1728,EWR,199,01-08-2004,814,DCA,0,4,8,Aug,N29717,ontime
735,CO,734,EWR,199,01-08-2004,806,DCA,0,4,8,Aug,N11612,ontime
1300,CO,1255,EWR,199,01-08-2004,808,DCA,0,4,8,Aug,N18658,ontime
1900,CO,1854,EWR,199,01-08-2004,816,DCA,0,4,8,Aug,N14645,ontime
840,DH,838,EWR,213,01-08-2004,7299,IAD,0,4,8,Aug,N674BR,ontime
1710,DH,1706,EWR,213,01-08-2004,7302,IAD,0,4,8,Aug,N652BR,ontime
1245,DH,1241,EWR,213,01-08-2004,7303,IAD,0,4,8,Aug,N652BR,ontime
2120,DH,2120,EWR,213,01-08-2004,7304,IAD,0,4,8,Aug,N695BR,ontime
630,DH,622,EWR,213,01-08-2004,7305,IAD,0,4,8,Aug,N332UE,ontime
1430,DH,1421,EWR,213,01-08-2004,7307,IAD,0,4,8,Aug,N303UE,ontime
1500,RU,1452,EWR,213,01-08-2004,2156,IAD,0,4,8,Aug,N13132,ontime
1900,RU,1857,EWR,213,01-08-2004,2385,IAD,0,4,8,Aug,N24103,ontime
1300,RU,1255,EWR,213,01-08-2004,2692,IAD,0,4,8,Aug,N25504,ontime
1630,RU,1625,EWR,199,01-08-2004,2181,DCA,0,4,8,Aug,N10575,ontime
645,RU,654,EWR,199,01-08-2004,2761,DCA,0,4,8,Aug,N11565,delayed
1359,RU,1354,EWR,199,01-08-2004,2216,DCA,0,4,8,Aug,N16546,ontime
700,RU,707,EWR,213,01-08-2004,2855,IAD,0,4,8,Aug,N14952,ontime
1700,RU,1700,EWR,213,01-08-2004,2497,IAD,0,4,8,Aug,N12564,ontime
900,RU,857,EWR,199,01-08-2004,2582,DCA,0,4,8,Aug,N36915,ontime
2100,RU,2051,EWR,199,01-08-2004,2879,DCA,0,4,8,Aug,N16954,ontime
1525,RU,1527,EWR,199,01-08-2004,2261,DCA,0,4,8,Aug,N16963,ontime
1455,OH,1455,JFK,184,01-09-2004,5935,BWI,0,5,9,Sep,N812CA,ontime
1640,DH,1634,JFK,213,01-09-2004,6155,DCA,0,5,9,Sep,N415FJ,ontime
1245,DH,1257,LGA,229,01-09-2004,7208,IAD,0,5,9,Sep,N650BR,ontime
1455,DH,1608,LGA,229,01-09-2004,7211,IAD,0,5,9,Sep,N697BR,delayed
1715,DH,2106,LGA,229,01-09-2004,7215,IAD,0,5,9,Sep,N658BR,delayed
2120,DH,2134,LGA,229,01-09-2004,7684,IAD,0,5,9,Sep,N699BR,ontime
640,DH,714,LGA,229,01-09-2004,7790,IAD,0,5,9,Sep,N647BR,delayed
1040,DH,1106,LGA,229,01-09-2004,7792,IAD,0,5,9,Sep,N647BR,ontime
840,DH,836,JFK,228,01-09-2004,7800,IAD,0,5,9,Sep,N667BR,delayed
1240,DH,1235,JFK,228,01-09-2004,7806,IAD,0,5,9,Sep,N316UE,ontime
1455,DH,1454,JFK,228,01-09-2004,7808,IAD,0,5,9,Sep,N308UE,ontime
1645,DH,1643,JFK,228,01-09-2004,7810,IAD,0,5,9,Sep,N311UE,ontime
1715,DH,1710,JFK,228,01-09-2004,7812,IAD,0,5,9,Sep,N333UE,ontime
2120,DH,2115,JFK,228,01-09-2004,7814,IAD,0,5,9,Sep,N675BR,ontime
1610,DH,1617,JFK,228,01-09-2004,7816,IAD,0,5,9,Sep,N309UE,ontime
1455,DL,1506,JFK,213,01-09-2004,746,DCA,0,5,9,Sep,N951DL,ontime
630,DL,629,LGA,214,01-09-2004,1740,DCA,0,5,9,Sep,N241DL,ontime
730,DL,730,LGA,214,01-09-2004,1742,DCA,0,5,9,Sep,N224DA,delayed
830,DL,832,LGA,214,01-09-2004,1744,DCA,0,5,9,Sep,N242DL,ontime
930,DL,930,LGA,214,01-09-2004,1746,DCA,0,5,9,Sep,N225DL,ontime
1030,DL,1032,LGA,214,01-09-2004,1748,DCA,0,5,9,Sep,N241DL,ontime
1130,DL,1131,LGA,214,01-09-2004,1750,DCA,0,5,9,Sep,N224DA,ontime
1230,DL,1228,LGA,214,01-09-2004,1752,DCA,0,5,9,Sep,N222DZ,ontime
1330,DL,1329,LGA,214,01-09-2004,1754,DCA,0,5,9,Sep,N225DL,ontime
1430,DL,1432,LGA,214,01-09-2004,1756,DCA,0,5,9,Sep,N241DL,ontime
1530,DL,1530,LGA,214,01-09-2004,1758,DCA,0,5,9,Sep,N221DL,ontime
1630,DL,1633,LGA,214,01-09-2004,1760,DCA,0,5,9,Sep,N222DZ,ontime
1730,DL,1735,LGA,214,01-09-2004,1762,DCA,0,5,9,Sep,N225DL,ontime
1830,DL,1829,LGA,214,01-09-2004,1764,DCA,0,5,9,Sep,N241DL,ontime
1930,DL,1931,LGA,214,01-09-2004,1766,DCA,0,5,9,Sep,N221DL,ontime
